reviewer,description,rating,review_date
Lacey Stanton,I just purchased a 2019 Honda Pilot 8 passenger touring at Concord Honda and had a wonderful experience. I was looking for a specific color and not very many dealers had it in the Bay Area. I first checked Concord but they didn’t have it so …,5.0,a year ago
Ali Schneider,"Professional, friendly and best experience I have had in years in purchasing a car! Thanks Concord HONDA!",5.0,a year ago
Kelly MacLennan,"I purchased a used (2017) car from this dealership over the weekend. I asked them to detail it and get rid of the evidence it had been on the lot for a while - the exterior was dirty from sitting outside, the carpet/floor mats were dirty, a …",3.0,a year ago
Abdul Matin,Concord Honda is one of the worst dealer in North California Because they are lied about the price of a car I bought from them I will never recommend people to buy car from them.,1.0,a year ago
Jason Burns,"Service Manager was rude, I had an appointment but the guy was so rude I canceled it and left. Did every service here for 5 years but now will never go back. The customer service is horrible.",1.0,a year ago
Herbert Yu,"We purchased our Odyssey here in 2008, and we are the customers here longer than that on maintenance e.g. Oil changes etc. But last month(Jan. 2019), I spent more than $1000, did wheel aliment etc. on my CRV; after that I could feel the …",5.0,a year ago
Urmla Kaushik,Excellent service! I love this place. They just know how to take care of their customers. I trust them! Jessica is amazing she really went out of her way to make me a very happy customer!,5.0,a year ago
Judy Kamaruddin,I Have appointment from dingshield which i have to go to concord to fix my car dent. So i was thinking im taking my car to service also. Just making 2 things in 1 time since i have to drive more than an hour to reach there. I came with out …,1.0,a year ago
Marisela Michel,,4.0,a year ago
Stephanie Miller,Went in for an oil change and opted for the “recommended package” which in the end costed $400. My car interior was not vacuumed as it was stated it would be. I also requested that my tire pressure light be reset and it was still on when I got in. Won’t be coming back here for future service appointments.,2.0,a year ago
jordyn bonds,,5.0,a year ago
Stefania Iskandaryan,,1.0,a year ago
qball2000able,,5.0,a year ago
Vincent Ho,,5.0,a year ago
Ian Maningas,Bought a brand new car and had to bring it back 3-5 times for some malfunctions within a week. They will make it sound like they care for you but actually trying to just get you out of their face.,1.0,a year ago
Leif Johnson,,5.0,a year ago
Jenn T,,5.0,a year ago
Freshta Omari,,5.0,a year ago
Genny Blewett,"I've been using Concord Honda for repair and services since I bought my Honda with them in 2012. They have always done stellar work, but the main reason I'm writing this review is my last repair with them they went above and beyond and …",5.0,a year ago
Susan Lopez,Had my service done for the first time since I got my new 2018 Honda Accord. With an appointment I Decided to buy their 200$ package to service my car with other services like a wash and tire dressing. They told me my Wait was 1hr & 30 Min. …,1.0,a year ago
Taha Khan,,5.0,a year ago
Shirley McElhattan,"I came in to get my windows fixed and found out I needed $3k worth of work to drive it safely.  With 250k miles on it, I was leaning towards buying a new car. I told Gino in service that I want a nice salesperson. No games or heavy …",5.0,a year ago
Scott Henry,,5.0,a year ago
Ebony Thompson,,5.0,a year ago
J.F. Ronaldo Perseveranda,Awesome service!,5.0,a year ago
Terry Gorman,"I brought a vehicle in for service without an appointment on a Monday. It was a minor issue, but they took it right in and had me out in under a half hour AND NO CHARGE!. Unfortunately the issue came right back. Without a fuss, I was asked to leave it and it will go onto the service schedule.",4.0,a year ago
John Kubiatowicz,"I am a long-time customer and big fan of Concord Honda of California's service department. Recently, brought in my Accord  with check-engine and VSA lights lit. Turns out that the problem required serious engine work (new rings, plugs, …",5.0,a year ago
Desiree Aguilar,,5.0,a year ago
Benita levin,,5.0,a year ago
JAN WASCO,,5.0,a year ago
Jason Calitis,,5.0,a year ago
Lisa Hoggan,,5.0,a year ago
Beth Myers,"Always reliable, excellent work!  I've trusted them with my cars for decades.",5.0,a year ago
Alyssa F,,5.0,a year ago
Stephen de Haan,,1.0,a year ago
suman shrestha,Good place to go for car service and Amanda is very good and she explain me very nicely. Thanks for the good care of my Pilot.,5.0,a year ago
Melissa Wilson,,5.0,a year ago
Gray Buetzow,,5.0,a year ago
David Polk,,5.0,a year ago
Pawel Kalinowski,,3.0,a year ago
Henny Laya,,5.0,a year ago
Yellow It's Angie,,5.0,a year ago
Ken Bewley,"We picked up a 2019 Honda civic EX Hatch. The team worked diligently to help us get exactly what we wanted. They searched out our desired model, trim and color and worked with us via phone and email so there was no need to make multiple …",5.0,a year ago
Ronny Leffel,,5.0,a year ago
Edgar Mota,"I could not make an appointment; however, the service agent (Wasif Khan) found an option to provide the required service at my convenience. I really appreciate the kind of help provided at Concord Honda.",5.0,a year ago
Sheila Franklin,Excellent,5.0,a year ago
Alejandra Haro,,3.0,a year ago
Nohemy Rodriguez,,5.0,a year ago
EXXON Dichoso,The service is 100% guarantee and you can realiable and trust..,5.0,a year ago
Enrique Arellano,"Good selections for new and used cars, salesman is very friendly, and give very good information for choices.",5.0,a year ago
Frances Beeman,,5.0,a year ago
Layne Calley,"Getting my car serviced at Concord Honda was easy and always goes very smoothly and I have a great Service Adviser, Wasif - always explains the work being done and patiently answers any and all questions.",5.0,a year ago
Vivito,"I have two Honda. 2013 and 2018. I began to notice that after servicing, oil changes, oil was poured into the car a lot, this is very bad for the engine. All seals quickly fail. I was given a list of checks of the belts of the brake light …",1.0,a year ago
Jeff Wheaton,Great Staff,5.0,a year ago
Tou Xiong,,4.0,a year ago
Diana Moreno,Love the service especially the superior oil change,5.0,a year ago
Pradeep Patel,,5.0,a year ago
John Doyle,,4.0,a year ago
Mohamad Gowhary,,3.0,a year ago
Patricia Hom,"Rich Johnson has been my service advisor for many years, and he has always provided excellent service.",5.0,a year ago
Mary thomas,,5.0,a year ago
Steve Jenks,Ali M. + Concord Honda made the whole car buying experience easy.  Very happy with my new CRV.,5.0,a year ago
"Joe Esposito, Jr","The personnel I came in contact with were courteous and open about all charges, expected and actual.",4.0,a year ago
Jaime Barcenas,Great service,5.0,a year ago
Zohaib Khan,Very good service.,4.0,a year ago
Jason Ramos,,5.0,a year ago
Shirley Hanson,When I deal with WASIF KHAN I always have a good experience.,5.0,a year ago
Jamie McNamara,Service was great!  All staff were friendly and helpful.  No hard sells.  We shared what we wanted and 3 hours laters drove away with what we expected for cost and model.  It was my first positive experience we a new car purchase.,5.0,a year ago
James Myers,,5.0,a year ago
Frankie Gao,"Where ever you live in Bay Area, go to Concord to buy a car, great experience and good bargain.",5.0,a year ago
Jasmine Iwuoha,Great place. Cristina has helped us many times and out whole family. She is a great sales rep. She has a great energy and positivity about her that is great. She is just awesome.,5.0,a year ago
salvador torres,Very good.,5.0,a year ago
Angel Gonzalez,service its good,4.0,a year ago
Michael Kaplan,My salesman Chris Zacharakis was friendly and a gentleman. I had a good experience leasing a new car from him and plan to contact him in a few years if I would like another car,5.0,a year ago
Bonnie Drew,"Honda Concord California, Is one of the best places I've taken my car to be serviced, The staff there are very knowledgeable, patient and very helpful. I'am secure when they service my car because I know they are doing a job, they have …",5.0,a year ago
Soraya Matehu,I Always   have a good  experience going to the dealer to service my car . Rick has a good customer service  skills and he always make me feel at home . Thanks for your hard work and I’ll definitely recommend to my family and friends ..,5.0,a year ago
kassy vasquez,The service advisor who assisted me was so helpful. I expressed my concerns to her about my previous visit & she assured me that she will take care of me. I am extremely happy with my visit as she was a women of her word. She took care of …,5.0,a year ago
Gaurav Thind,$85 just to get tire pressure checked...,1.0,a year ago
Robert Dalton,Service rep. did an excellent job.  Got oil change very fast and took care of minor warranty issue.  Explained everything very well.  Recommended 4 items to take care of.  Unfortunately your prices are far in excess of what I can have it done at a non-dealer shop so I declined.,5.0,a year ago
Supreet Kaur,I didn’t have an appointment but I was able to get help quick and have my car serviced. Rick is amazing and very helpful.,5.0,a year ago
Jennifer Rogers,"My service rep called to explain the additional recommend services and costs and made sure my car was squeaky clean.  Honestly, cleaning a car after we pay you hundreds of dollars for service maintenance is one of the BEST perks you can …",5.0,a year ago
alex lau,Ali is always an amazing help! This is my second purchase from him. Also including all the managers did a great job with my purchase yesterday. I got the deal I could afford and a awesome car!,5.0,a year ago
Gus Espinel,Great,5.0,a year ago
Juan Martinez,,5.0,a year ago
Lauren Kaplan,"My husband and I had a great experience at Honda Concord. My 3-year lease for the 2016 Honda Civic was due and I was very interested in the CRV. Ali helped us and made it happen! He was patient, professional and very kind us as this was a …",5.0,a year ago
jaspreet bal,,1.0,a year ago
Maria De los Angeles Beltran,It was very nice I got my CRB .,5.0,a year ago
Roxanne Pillay,Great customer service. Troy helped me get the car I wanted,5.0,a year ago
Nicolas Flores,Fantastic service!,5.0,a year ago
Theresa Macias,I always get great service here. Wasif is excellent and I never wonder about what I get and what I'm paying for when I get my car serviced. I cannot recommend him enough! …,5.0,a year ago
Efren O,,1.0,a year ago
